User_id,Cos_id,rating
0,3,3.9
0,6,0.4
0,8,4.9
0,15,0.9
0,21,4.7
0,30,1.1
0,39,1.2
0,44,1.7
0,47,0.7
0,50,3.2
0,52,0
0,59,4.2
0,62,3.4
0,63,4.8
0,69,1.5
0,75,3.6
0,83,2.5
0,89,0.8
0,92,4.9
0,94,2.5
0,107,4.1
0,109,1.4
0,120,1.8
0,125,1.9
0,130,1
0,134,4.3
0,136,0.9
0,138,1.6
0,139,1.6
0,143,4.4
0,144,4.4
0,145,3.3
0,147,3.7
0,148,3.7
0,153,0.2
0,162,2.7
0,165,2.2
0,169,3.2
0,170,1.3
0,183,1
0,184,2.9
0,194,2.8
0,200,2.1
0,206,1.4
0,213,1.2
0,215,4.8
0,218,3.1
0,220,2.6
0,222,1.9
0,228,5
0,229,3.7
0,231,4.1
0,232,0.3
0,234,2.4
0,238,2.5
0,241,2.7
0,247,1.4
0,251,4.7
0,252,2.3
0,260,0.4
0,261,2.8
0,263,4.9
0,270,2.9
0,274,4
0,282,3
0,284,0.5
0,287,3.3
0,289,3.2
0,290,3.3
0,292,0.3
0,294,1.2
0,296,0.7
0,300,3
0,301,3.8
0,302,2.9
0,315,3.8
0,316,1.2
0,322,0.1
0,326,5
0,333,3.1
0,335,4.3
0,350,3
0,363,2.6
0,365,0.9
0,366,0.6
0,376,4.4
0,379,0.5
0,381,1.8
0,382,4.4
0,384,2.6
0,394,0.6
0,400,3.6
0,414,3
0,421,3.4
0,426,4.8
0,427,0.8
0,428,2.1
0,430,4.8
0,444,2.1
0,450,4
0,456,1.6
0,457,4.7
0,460,4.4
0,461,1.1
0,463,4.4
0,464,4.7
0,468,2.7
0,470,3.9
0,473,4.1
0,475,4.6
0,481,1.9
0,483,3.9
0,487,2
0,490,4.7
0,492,4.1
0,494,0.3
0,504,2.8
0,505,2.1
0,510,3.7
0,511,4.5
0,517,1.7
0,522,2.8
0,525,4.4
0,526,2.9
0,566,1.3
0,568,3.3
0,572,3.9
0,573,1.9
0,575,1.4
0,579,0
0,581,1.1
0,583,1.5
0,592,3.3
0,596,1.9
0,600,0.1
0,608,2.8
0,610,3.9
0,615,2
0,617,0.2
0,619,3.3
0,620,1.5
0,621,2.9
0,630,1.4
0,633,4.1
0,634,3.4
0,636,4.2
0,646,0.1
0,647,4.8
0,669,3.3
0,674,0.2
0,679,3.7
0,682,2.6
0,684,2.5
0,687,2.4
0,688,3
0,690,3.7
0,698,0.8
0,699,1.5
0,702,1.2
0,703,3.5
0,704,0.1
0,708,1.6
0,718,3.7
0,728,4
0,729,1.9
0,730,4.9
0,731,4
0,735,3.2
0,748,0.3
0,752,3
0,754,3.6
0,756,0.3
0,758,2.2
0,774,4.6
0,783,2.4
0,785,0.9
0,791,1.5
0,794,0.9
0,799,3.7
0,807,1.1
0,814,4.8
0,823,1.4
0,824,4.4
0,835,0.3
0,836,4.4
0,844,4.6
0,854,4.5
0,860,4.2
0,866,1.8
0,867,1.1
0,879,3.3
0,882,4.3
0,883,1.6
0,887,0.6
0,894,4.9
0,896,1.8
0,904,3.3
